sent_id,de,en,ru,level,source,audio,tatoeba_audio_license
t409094,Bitte trinken Sie viel Flüssigkeit.,You should drink a lot of liquid.,"Пожалуйста, пейте много жидкости.",B1,tatoeba:409094,sent_t409094.mp3,
g-folge-n,Die Folgen des Unfalls waren zum Glück nicht schwer.,"Fortunately, the consequences of the accident were not serious.","К счастью, последствия аварии не были серьёзными.",B1,llm,sent_g-folge-n.mp3,
t383319,Folgen Sie mir bitte.,Please follow me.,"Следуйте за мной, пожалуйста.",B1,tatoeba:383319,sent_t383319.mp3,
t6935535,Ich würde die folgende Änderung vorschlagen.,I'd suggest the following change.,Я бы предложил следующее изменение.,B1,tatoeba:6935535,sent_t6935535.mp3,CC BY-NC 4.0
t5685003,Wir fordern die Abschaffung dieses Gesetzes.,We demand that this law be repealed.,Мы требуем упразднения этого закона.,B1,tatoeba:5685003,sent_t5685003.mp3,
t617856,Wir können Ihre Forderungen nicht erfüllen.,We cannot meet your demands.,Мы не можем удовлетворить ваши требования.,B1,tatoeba:617856,sent_t617856.mp3,
t551637,"Was machst du, um in Form zu bleiben?",What do you do to stay in shape?,"Что ты делаешь для того, чтобы оставаться в форме?",B1,tatoeba:551637,sent_t551637.mp3,
t13796107,Er ist mit seiner Forschung beschäftigt.,He's busy with his research.,Он занят своими исследованиями.,B1,tatoeba:13796107,sent_t13796107.mp3,
t10350737,Die Fortbildung dauert zwei Wochen.,The training course lasts a fortnight.,Курс повышения квалификации длится две недели.,B1,tatoeba:10350737,sent_t10350737.mp3,
t725833,Er hat schnell Fortschritte im Englischen gemacht.,He has made rapid progress in English.,Он быстро достиг прогресса в английском.,B1,tatoeba:725833,sent_t725833.mp3,
t4560041,"Das Stipendium ermöglichte es mir, mein Studium fortzusetzen.",The scholarship made it possible for me to continue my studies.,Стипендия позволила мне продолжить обучение.,B1,tatoeba:4560041,sent_t4560041.mp3,
t10843950,Diese Geschichte hat keine Fortsetzung.,This story has no continuation.,У этой истории нет продолжения.,B1,tatoeba:10843950,sent_t10843950.mp3,
t183,Ich habe kein Konto in diesen Foren.,I do not have an account in these forums.,У меня нет учетной записи на этих форумах.,B1,tatoeba:183,sent_t183.mp3,
t633420,Ich interessiere mich für Fotografie.,I have an interest in photography.,Я интересуюсь фотографией.,B1,tatoeba:633420,sent_t633420.mp3,
t8352110,"Hör auf, mir so freche Antworten zu geben.",Don't talk back to me.,Не разговаривай со мной так дерзко.,B1,tatoeba:8352110,sent_t8352110.mp3,CC BY-NC 4.0
g-freiheit-n,Freiheit ist für viele Menschen besonders wichtig.,Freedom is especially important to many people.,Свобода особенно важна для многих людей.,B1,llm,sent_g-freiheit-n.mp3,
t755255,"Es ist nicht einfach, eine Fremdsprache zu lernen.",It is not easy to learn a foreign language.,Нелегко учить иностранный язык.,B1,tatoeba:755255,sent_t755255.mp3,
t8338818,Tom nahm die Einladung mit Freude an.,Tom gladly accepted the invitation.,Том с радостью принял приглашение.,B1,tatoeba:8338818,sent_t8338818.mp3,CC BY 4.0
t340929,Echte Freundschaft ist mehr wert als Geld.,Real friendship is more valuable than money.,Настоящая дружба дороже денег.,B1,tatoeba:340929,sent_t340929.mp3,
t405168,Nichts ist so wichtig wie Friede.,Nothing is as important as peace.,Нет ничего важнее мира.,B1,tatoeba:405168,sent_t405168.mp3,
t13248990,Die Leute wollen in Frieden leben und arbeiten.,People want to live and work in peace.,Люди хотят спокойно жить и работать.,B1,tatoeba:13248990,sent_t13248990.mp3,
t12227447,Ich friere. Darf ich das Fenster schließen?,I'm cold. May I close the window?,Мне холодно. Можно я закрою окно?,B1,tatoeba:12227447,sent_t12227447.mp3,
t8320835,Ich gehe zum Friseur.,I'm going to the hairdresser.,Я иду к парикмахеру.,B1,tatoeba:8320835,sent_t8320835.mp3,CC BY 4.0
g-frist-n,Du musst diese Arbeit vor der Frist fertigstellen.,You must finish this work before the deadline.,Ты должен закончить эту работу до истечения срока.,B1,llm,sent_g-frist-n.mp3,
t3323336,Ehrlich gesagt mag ich deine Frisur nicht.,"Frankly speaking, I don't like your haircut.","Честно говоря, мне не нравится твоя прическа.",B1,tatoeba:3323336,sent_t3323336.mp3,
t742225,Gibt es einen Frisör im Hotel?,Is there a hairdresser in the hotel?,В отеле есть парикмахер?,B1,tatoeba:742225,sent_t742225.mp3,
t5182063,Äpfel sind die besten Früchte.,Apples are the best fruit.,Яблоки - лучшие фрукты.,B1,tatoeba:5182063,sent_t5182063.mp3,
t609,"Mach dir keine Sorgen, sei fröhlich!","Don't worry, be happy!","Не беспокойся, радуйся.",B1,tatoeba:609,sent_t609.mp3,
t781916,Wo ist das nächste Fundbüro?,Where is the nearest lost and found?,Где ближайшее бюро находок?,B1,tatoeba:781916,sent_t781916.mp3,
t6487372,"Ich fürchte, dass Ihr Plan nicht funktionieren wird.",I'm afraid your plan won't work.,"Боюсь, Ваш план не будет работать.",B1,tatoeba:6487372,sent_t6487372.mp3,CC BY 4.0
t841965,"Achten Sie auf die Fußgänger, wenn Sie Auto fahren.",Look out for pedestrians when you drive a car.,"Обращайте внимание на пешеходов, когда вы едете на машине.",B1,tatoeba:841965,sent_t841965.mp3,
g-fussgaengerin-n,Die Fußgängerin wurde von einem Auto angefahren.,The female pedestrian was hit by a car.,Пешеходку сбила машина.,B1,llm,sent_g-fussgaengerin-n.mp3,
g-fussgaengerzone-n,Um den Dom ist eine Fußgängerzone.,There is a pedestrian zone around the cathedral.,Вокруг собора находится пешеходная зона.,B1,llm,sent_g-fussgaengerzone-n.mp3,
t6144643,Sie war von seinen Fähigkeiten beeindruckt.,She was impressed by his skills.,Её впечатлили его навыки.,B1,tatoeba:6144643,sent_t6144643.mp3,
t3014318,Ich warte auf die Fähre.,I'm waiting for the ferry.,Я жду паром.,B1,tatoeba:3014318,sent_t3014318.mp3,
t1524482,Die Rechnung wird am Ersten des nächsten Monats fällig.,The bill is due on the 1st of next month.,Счёт нужно оплатить первого числа следующего месяца.,B1,tatoeba:1524482,sent_t1524482.mp3,
g-faerbig-a,Ich kaufe gern färbige Kleidung für den Sommer.,I like buying colorful clothes for summer.,Я люблю покупать разноцветную одежду на лето.,B1,llm,sent_g-faerbig-a.mp3,
t3773077,Diese Organisation fördert die Lesekompetenz in den ländlichen Regionen.,This organisation promotes literacy in rural areas.,Эта организация развивает грамотность в сельских регионах.,B1,tatoeba:3773077,sent_t3773077.mp3,
g-fuehren-v,Sie führt ein kleines Team im Büro.,She leads a small team in the office.,Она руководит небольшой командой в офисе.,B1,llm,sent_g-fuehren-v.mp3,
g-fuehrerausweis-n,Für die Autovermietung brauche ich meinen Führerausweis.,I need my driving licence to rent a car.,Для аренды автомобиля мне нужны водительские права.,B1,llm,sent_g-fuehrerausweis-n.mp3,
t3337731,"Ich fürchte, dass wir nichts tun können.",I'm afraid we can't do anything.,"Боюсь, что мы ничего не можем сделать.",B1,tatoeba:3337731,sent_t3337731.mp3,CC BY 4.0
t4001222,Selfie-Stangen sind in vielen Museen und Galerien verboten.,Selfie sticks are banned in many museums and galleries.,Во многих музеях и галереях запрещены селфи-палки.,B1,tatoeba:4001222,sent_t4001222.mp3,
t4229177,Die Tür ist am Ende des Ganges.,The door is at the end of the corridor.,Дверь в конце коридора.,B1,tatoeba:4229177,sent_t4229177.mp3,
t2232979,Ich kann gar kein Französisch sprechen.,I can't speak French at all.,Я совсем не говорю по-французски.,B1,tatoeba:2232979,sent_t2232979.mp3,CC BY-NC 4.0
t5390422,Ich kann nicht so eine Garantie geben.,I can't make a guarantee like that.,Я не могу дать такой гарантии.,B1,tatoeba:5390422,sent_t5390422.mp3,
t2805928,"Ich garantiere dafür, dass diese Information korrekt ist.",I guarantee that this information is correct.,"Я гарантирую, что эта информация верна.",B1,tatoeba:2805928,sent_t2805928.mp3,
t1081699,Ich muss erst noch zur Garderobe gehen.,I have to go to the cloakroom first.,Я должен сначала пойти в гардероб.,B1,tatoeba:1081699,sent_t1081699.mp3,
t1709732,Tom kocht mit Gas.,Tom cooks with gas.,Том готовит на газу.,B1,tatoeba:1709732,sent_t1709732.mp3,CC BY 4.0
t1692781,Sie gingen zum Mittagessen in ein teures Gasthaus.,They went to an expensive restaurant for lunch.,Они пошли на обед в дорогой ресторан.,B1,tatoeba:1692781,sent_t1692781.mp3,
t728095,Hast du gut gegessen in dieser Gaststätte?,Did you have a good meal at that restaurant?,Ты хорошо поел в этом ресторане?,B1,tatoeba:728095,sent_t728095.mp3,
t2535036,Meine Eltern haben sich im Gebirge kennengelernt.,My parents met each other in the mountains.,Мои родители познакомились в горах.,B1,tatoeba:2535036,sent_t2535036.mp3,
t3443575,Das können wir nicht gebrauchen.,We can't use this.,Мы не можем это использовать.,B1,tatoeba:3443575,sent_t3443575.mp3,
t753509,"Aus Sicherheitsgründen lesen Sie bitte die Gebrauchsanweisung, bevor Sie dieses Produkt benützen.","For safety purposes, please make sure to read the instruction manual before using this product.","По причинам безопасности, пожалуйста, прочтите инструкцию по эксплуатации до того, как воспользуетесь данным продуктом.",B1,tatoeba:753509,sent_t753509.mp3,
t5294002,Tom starb noch vor der Geburt seines Sohnes.,Tom died before his son was born.,Том умер до рождения сына.,B1,tatoeba:5294002,sent_t5294002.mp3,
t7930789,Magst du lieber süßes oder salziges Gebäck?,Do you prefer sweet or salty pastries?,Ты предпочитаешь сладкую или солёную выпечку?,B1,tatoeba:7930789,sent_t7930789.mp3,
t3160439,Gibt es eine Gebühr?,Is there a fee?,Есть ли дополнительная плата?,B1,tatoeba:3160439,sent_t3160439.mp3,CC BY-NC 4.0
t1724110,Ich kann meine Gedanken nicht sammeln.,I can't collect my thoughts.,Я никак не соберусь с мыслями.,B1,tatoeba:1724110,sent_t1724110.mp3,CC BY-NC 4.0
t3265706,Ich habe das Gedicht auswendig gelernt.,I memorized the poem.,Я выучил поэму наизусть.,B1,tatoeba:3265706,sent_t3265706.mp3,CC BY-NC 4.0
t345493,Ich habe die Geduld verloren.,I lost my patience.,Я потерял терпение.,B1,tatoeba:345493,sent_t345493.mp3,
t395435,Dieses Wasser ist nicht zum Trinken geeignet.,The water is not fit to drink.,Эта вода не годится для питья.,B1,tatoeba:395435,sent_t395435.mp3,
t1654379,Wir sind in Gefahr.,We're in danger.,Мы в опасности.,B1,tatoeba:1654379,sent_t1654379.mp3,CC BY-NC 4.0
t8333045,Mein Vater sitzt im Gefängnis.,My father is in prison.,Мой отец сидит в тюрьме.,B1,tatoeba:8333045,sent_t8333045.mp3,CC BY 4.0
