word_id,lemma,display,pos,gender,plural,verb_forms,level,topic,en,ru,freq_rank,source,audio,status
befreit-o,befreit,befreit,adj,,,,B1,gesellschaft,"freed, liberated","освобождённый, освобождён",,dwds,word_befreit-o.mp3,enriched
befriedigend-o,befriedigend,befriedigend,adj,,,,B1,bildung,"satisfactory, adequate","удовлетворительный, достаточный",,dwds,word_befriedigend-o.mp3,enriched
begegnen-v,begegnen,begegnen,verb,,,,B1,beziehungen,"meet, encounter","встречать, сталкиваться",,dwds,word_begegnen-v.mp3,enriched
begeistert-o,begeistert,begeistert,adj,,,,B1,freizeit-hobby,"enthusiastic, thrilled","воодушевлённый, в восторге",,dwds,word_begeistert-o.mp3,enriched
beginn-n,Beginn,der Beginn,noun,mask.,Beginne,,B1,grundwortschatz,"beginning, start",начало,,dwds,word_beginn-n.mp3,enriched
begleiten-v,begleiten,begleiten,verb,,,,B1,reisen-verkehr,"accompany, escort","сопровождать, провожать",,dwds,word_begleiten-v.mp3,enriched
begrenzt-o,begrenzt,begrenzt,adj,,,,B1,gesellschaft,"limited, restricted",ограниченный,,dwds,word_begrenzt-o.mp3,enriched
begruendung-n,Begründung,die Begründung,noun,fem.,Begründungen,,B1,grundwortschatz,"reason, justification","обоснование, причина",,dwds,word_begruendung-n.mp3,enriched
begruessen-v,begrüßen,begrüßen,verb,,,,B1,beziehungen,"greet, welcome","приветствовать, встречать",,dwds,word_begruessen-v.mp3,enriched
behalten-v,behalten,behalten,verb,,,"behält, behielt, hat behalten",B1,grundwortschatz,"keep, retain","сохранять, оставлять у себя",,dwds,word_behalten-v.mp3,enriched
behandeln-v,behandeln,behandeln,verb,,,,B1,gesundheit,"treat, deal with","обращаться, лечить",,dwds,word_behandeln-v.mp3,enriched
behaupten-v,behaupten,behaupten,verb,,,,B1,gesellschaft,"claim, assert","утверждать, заявлять",,dwds,word_behaupten-v.mp3,enriched
behindern-v,behindern,behindern,verb,,,,B1,gesellschaft,"hinder, obstruct","мешать, препятствовать",,dwds,word_behindern-v.mp3,enriched
behoerde-n,Behörde,die Behörde,noun,fem.,Behörden,,B1,gesellschaft,"authority, government office","ведомство, государственный орган",,dwds,word_behoerde-n.mp3,enriched
beinah-a,beinah,beinah,adv,,,,B1,grundwortschatz,"almost, nearly","почти, едва не",,dwds,word_beinah-a.mp3,enriched
beinahe-a,beinahe,beinahe,adv,,,,B1,grundwortschatz,"almost, nearly","почти, едва не",,dwds,word_beinahe-a.mp3,enriched
beitrag-n,Beitrag,der Beitrag,noun,mask.,Beiträge,,B1,gesellschaft,"contribution, post","вклад, публикация",,dwds,word_beitrag-n.mp3,enriched
beissen-v,beißen,beißen,verb,,,"beißt, biss, hat gebissen",B1,gesundheit,bite,"кусать, укусить",,dwds,word_beissen-v.mp3,enriched
bekannt-geben-v,bekannt geben,bekannt geben,verb,,,"gibt bekannt, gab bekannt, hat bekanntgegeben",B1,gesellschaft,"announce, make public","объявлять, оглашать",,dwds,word_bekannt-geben-v.mp3,enriched
bekanntgeben-v,bekanntgeben,bekanntgeben,verb,,,"gibt bekannt, gab bekannt, hat bekanntgegeben",B1,gesellschaft,"announce, make public","объявлять, оглашать",,dwds,word_bekanntgeben-v.mp3,qa_flagged
beleg-n,Beleg,der Beleg,noun,mask.,Belege,,B1,einkaufen-konsum,"receipt, evidence","чек, доказательство",,dwds,word_beleg-n.mp3,enriched
beleidigen-v,beleidigen,beleidigen,verb,,,,B1,beziehungen,"insult, offend","оскорблять, обижать",,dwds,word_beleidigen-v.mp3,enriched
bemerken-v,bemerken,bemerken,verb,,,,B1,grundwortschatz,"notice, realize","замечать, осознавать",,dwds,word_bemerken-v.mp3,enriched
bemuehen-v,bemühen,bemühen,verb,,,,B1,arbeit-beruf,"try, make an effort","стараться, прилагать усилия",,dwds,word_bemuehen-v.mp3,enriched
benzin-n,Benzin,das Benzin,noun,neutr.,(Sg.),,B1,reisen-verkehr,"petrol, gasoline",бензин,,dwds,word_benzin-n.mp3,enriched
benoetigen-v,benötigen,benötigen,verb,,,,B1,arbeit-beruf,"need, require","нуждаться, требовать",,dwds,word_benoetigen-v.mp3,enriched
beobachten-v,beobachten,beobachten,verb,,,,B1,freizeit-hobby,"observe, watch","наблюдать, следить",,dwds,word_beobachten-v.mp3,enriched
beratung-n,Beratung,die Beratung,noun,fem.,Beratungen,,B1,arbeit-beruf,"consultation, advice","консультация, совет",,dwds,word_beratung-n.mp3,enriched
berechnen-v,berechnen,berechnen,verb,,,,B1,technik,"calculate, bill","вычислять, выставлять счёт",,dwds,word_berechnen-v.mp3,enriched
bereich-n,Bereich,der Bereich,noun,mask.,Bereiche,,B1,arbeit-beruf,"field, area","область, сфера",,dwds,word_bereich-n.mp3,enriched
bereit-a,bereit,bereit,adj,,,,B1,grundwortschatz,"ready, willing","готовый, готовый сделать",,dwds,word_bereit-a.mp3,enriched
bereits-a,bereits,bereits,adv,,,,B1,grundwortschatz,already,уже,,dwds,word_bereits-a.mp3,enriched
bericht-n,Bericht,der Bericht,noun,mask.,Berichte,,B1,bildung,"report, account","отчёт, доклад",,dwds,word_bericht-n.mp3,enriched
beruflich-a,beruflich,beruflich,adj,,,,B1,arbeit-beruf,"professional, work-related","профессиональный, рабочий",,dwds,word_beruflich-a.mp3,qa_flagged
berufstaetig-a,berufstätig,berufstätig,adj,,,,B1,arbeit-beruf,"employed, working","работающий, имеющий работу",,dwds,word_berufstaetig-a.mp3,enriched
beruhigen-v,beruhigen,beruhigen,verb,,,,B1,beziehungen,"calm, reassure","успокаивать, успокаиваться",,dwds,word_beruhigen-v.mp3,enriched
beschliessen-v,beschließen,beschließen,verb,,,"beschließt, beschloss, hat beschlossen",B1,gesellschaft,"decide, resolve","решать, постановлять",,dwds,word_beschliessen-v.mp3,enriched
beschreibung-n,Beschreibung,die Beschreibung,noun,fem.,Beschreibungen,,B1,medien-internet,"description, account","описание, характеристика",,dwds,word_beschreibung-n.mp3,enriched
beschraenken-v,beschränken,beschränken,verb,,,,B1,gesellschaft,"restrict, limit","ограничивать, ограничиваться",,dwds,word_beschraenken-v.mp3,enriched
beschaedigen-v,beschädigen,beschädigen,verb,,,,B1,einkaufen-konsum,"damage, harm","повреждать, вредить",,dwds,word_beschaedigen-v.mp3,enriched
beschaeftigen-v,beschäftigen,beschäftigen,verb,,,,B1,freizeit-hobby,"occupy, employ; engage oneself","занимать, нанимать; заниматься",,dwds,word_beschaeftigen-v.mp3,enriched
beschaeftigung-n,Beschäftigung,die Beschäftigung,noun,fem.,Beschäftigungen,,B1,freizeit-hobby,"activity, occupation","занятие, деятельность",,dwds,word_beschaeftigung-n.mp3,enriched
besetzen-v,besetzen,besetzen,verb,,,"besetzt, besetzte, hat besetzt",B1,gesellschaft,"occupy, fill","занимать, заполнять",,dwds,word_besetzen-v.mp3,enriched
besonder-a,besonder,besonder,adj,,,,B1,grundwortschatz,"special, particular","особый, особенный",,dwds,word_besonder-a.mp3,enriched
besorgen-v,besorgen,besorgen,verb,,,,B1,einkaufen-konsum,"get, obtain; buy","доставать, приобретать; покупать",,dwds,word_besorgen-v.mp3,enriched
besprechen-v,besprechen,besprechen,verb,,,"bespricht, besprach, hat besprochen",B1,arbeit-beruf,"discuss, talk over","обсуждать, обговаривать",,dwds,word_besprechen-v.mp3,enriched
besprechung-n,Besprechung,die Besprechung,noun,fem.,Besprechungen,,B1,arbeit-beruf,"meeting, discussion","совещание, обсуждение",,dwds,word_besprechung-n.mp3,enriched
besserung-n,Besserung,die Besserung,noun,fem.,Besserungen,,B1,gesundheit,"recovery, improvement","выздоровление, улучшение",,dwds,word_besserung-n.mp3,enriched
bestimmt-o,bestimmt,bestimmt,adv,,,,B1,grundwortschatz,"certainly, definitely","конечно, точно",,dwds,word_bestimmt-o.mp3,qa_flagged
bestrafen-v,bestrafen,bestrafen,verb,,,,B1,gesellschaft,"punish, penalize","наказывать, штрафовать",,dwds,word_bestrafen-v.mp3,enriched
bestaetigung-n,Bestätigung,die Bestätigung,noun,fem.,Bestätigungen,,B1,medien-internet,"confirmation, verification","подтверждение, проверка",,dwds,word_bestaetigung-n.mp3,enriched
beteiligen-v,beteiligen,beteiligen,verb,,,,B1,gesellschaft,"participate, contribute","участвовать, вносить вклад",,dwds,word_beteiligen-v.mp3,enriched
betrag-n,Betrag,der Betrag,noun,mask.,Beträge,,B1,einkaufen-konsum,"amount, sum","сумма, денежная величина",,dwds,word_betrag-n.mp3,enriched
betreuen-v,betreuen,betreuen,verb,,,,B1,beziehungen,"look after, supervise","присматривать за, курировать",,dwds,word_betreuen-v.mp3,enriched
betreuer-n,Betreuer,der Betreuer,noun,mask.,Betreuer,,B1,bildung,"tutor, advisor","куратор, руководитель",,dwds,word_betreuer-n.mp3,enriched
betreuerin-n,Betreuerin,die Betreuerin,noun,fem.,Betreuerinnen,,B1,bildung,"female tutor, advisor","кураторша, руководительница",,dwds,word_betreuerin-n.mp3,enriched
betreuung-n,Betreuung,die Betreuung,noun,fem.,Betreuungen,,B1,gesundheit,"care, supervision","уход, наблюдение",,dwds,word_betreuung-n.mp3,qa_flagged
betrieb-n,Betrieb,der Betrieb,noun,mask.,Betriebe,,B1,arbeit-beruf,"business, operation","предприятие, работа",,dwds,word_betrieb-n.mp3,enriched
betriebsrat-n,Betriebsrat,der Betriebsrat,noun,mask.,Betriebsräte,,B1,arbeit-beruf,works council,производственный совет,,dwds,word_betriebsrat-n.mp3,enriched
betriebsraetin-n,Betriebsrätin,die Betriebsrätin,noun,fem.,Betriebsrätinnen,,B1,arbeit-beruf,female works council member,член женсовета предприятия,,dwds,word_betriebsraetin-n.mp3,enriched
betrunken-o,betrunken,betrunken,adj,,,,B1,gesellschaft,"drunk, intoxicated","пьяный, нетрезвый",,dwds,word_betrunken-o.mp3,enriched
betruegen-v,betrügen,betrügen,verb,,,"betrügt, betrog, hat betrogen",B1,beziehungen,"cheat, deceive","изменять, обманывать",,dwds,word_betruegen-v.mp3,enriched
bevor-c,bevor,bevor,conj,,,,B1,grundwortschatz,before,"до того как, прежде чем",,dwds,word_bevor-c.mp3,enriched
bevoelkerung-n,Bevölkerung,die Bevölkerung,noun,fem.,Bevölkerungen,,B1,gesellschaft,population,население,,dwds,word_bevoelkerung-n.mp3,enriched
beweis-n,Beweis,der Beweis,noun,mask.,Beweise,,B1,gesellschaft,"proof, evidence","доказательство, доказательства",,dwds,word_beweis-n.mp3,enriched
beweisen-v,beweisen,beweisen,verb,,,"beweist, bewies, hat bewiesen",B1,bildung,"prove, demonstrate","доказывать, подтверждать",,dwds,word_beweisen-v.mp3,enriched
bewohner-n,Bewohner,der Bewohner,noun,mask.,Bewohner,,B1,wohnen,"resident, inhabitant","житель, обитатель",,dwds,word_bewohner-n.mp3,enriched
bewohnerin-n,Bewohnerin,die Bewohnerin,noun,fem.,Bewohnerinnen,,B1,wohnen,female resident,жительница,,dwds,word_bewohnerin-n.mp3,enriched
beziehung-n,Beziehung,die Beziehung,noun,fem.,Beziehungen,,B1,beziehungen,"relationship, connection","отношения, связь",,dwds,word_beziehung-n.mp3,enriched
bieten-v,bieten,bieten,verb,,,"bietet, bot, hat geboten",B1,gesellschaft,"offer, provide","предлагать, предоставлять",,dwds,word_bieten-v.mp3,enriched
bildschirm-n,Bildschirm,der Bildschirm,noun,mask.,Bildschirme,,B1,technik,"screen, monitor","экран, монитор",,dwds,word_bildschirm-n.mp3,enriched
billet-n,Billet,das Billet,noun,neutr.,Billette,,B1,reisen-verkehr,ticket,билет,,dwds,word_billet-n.mp3,enriched
billett-n,Billett,das Billett,noun,neutr.,Billetts,,B1,reisen-verkehr,ticket,билет,,dwds,word_billett-n.mp3,enriched
bio-a,bio,bio,adj,,,,B1,einkaufen-konsum,organic,"органический, экологически чистый",,dwds,word_bio-a.mp3,qa_flagged
bio-o,bio-,bio-,other,,,,B1,einkaufen-konsum,"bio-, organic","био-, органический",,dwds,word_bio-o.mp3,enriched
biologie-n,Biologie,die Biologie,noun,fem.,Biologien,,B1,bildung,biology,биология,,dwds,word_biologie-n.mp3,enriched
biologisch-a,biologisch,biologisch,adj,,,,B1,umwelt,"biological, biodegradable","биологический, биоразлагаемый",,dwds,word_biologisch-a.mp3,enriched
bisher-a,bisher,bisher,adv,,,,B1,grundwortschatz,"so far, until now","до сих пор, пока",,dwds,word_bisher-a.mp3,enriched
blass-a,blass,blass,adj,,,,B1,gesundheit,pale,бледный,,dwds,word_blass-a.mp3,enriched
blind-a,blind,blind,adj,,,,B1,gesundheit,blind,слепой,,dwds,word_blind-a.mp3,enriched
blitz-n,Blitz,der Blitz,noun,mask.,Blitze,,B1,umwelt,"lightning, flash","молния, вспышка",,dwds,word_blitz-n.mp3,enriched
blitzen-v,blitzen,blitzen,verb,,,,B1,umwelt,"flash, lightning strike","сверкать, сверкать молнией",,dwds,word_blitzen-v.mp3,enriched
bloss-a,bloß,bloß,adv,,,,B1,grundwortschatz,"just, merely","только, всего лишь",,dwds,word_bloss-a.mp3,enriched
bluten-v,bluten,bluten,verb,,,,B1,gesundheit,bleed,"кровоточить, истекать кровью",,dwds,word_bluten-v.mp3,enriched
bluehen-v,blühen,blühen,verb,,,,B1,umwelt,"bloom, blossom","цвести, распускаться",,dwds,word_bluehen-v.mp3,enriched
boden-n,Boden,der Boden,noun,mask.,Böden,,B1,wohnen,"floor, ground","пол, земля",,dwds,word_boden-n.mp3,enriched
boot-n,Boot,das Boot,noun,neutr.,Boote,,B1,reisen-verkehr,boat,лодка,,dwds,word_boot-n.mp3,enriched
botschaft-n,Botschaft,die Botschaft,noun,fem.,Botschaften,,B1,reisen-verkehr,"embassy, message","посольство, послание",,dwds,word_botschaft-n.mp3,enriched
braten-n,Braten,der Braten,noun,mask.,Braten,,B1,einkaufen-konsum,"roast, joint","жаркое, запечённое мясо",,dwds,word_braten-n.mp3,enriched
brechen-v,brechen,brechen,verb,,,"bricht, brach, ist gebrochen",B1,gesundheit,"break, fracture","ломать, разбивать",,dwds,word_brechen-v.mp3,enriched
bremse-n,Bremse,die Bremse,noun,fem.,Bremsen,,B1,reisen-verkehr,brake,тормоз,,dwds,word_bremse-n.mp3,enriched
bremsen-v,bremsen,bremsen,verb,,,,B1,reisen-verkehr,"brake, slow down","тормозить, замедлять",,dwds,word_bremsen-v.mp3,enriched
brennen-v,brennen,brennen,verb,,,"brennt, brannte, hat gebrannt",B1,wohnen,"burn, be on fire","гореть, пылать",,dwds,word_brennen-v.mp3,qa_flagged
briefkasten-n,Briefkasten,der Briefkasten,noun,mask.,Briefkästen,,B1,wohnen,"mailbox, postbox",почтовый ящик,,dwds,word_briefkasten-n.mp3,enriched
brieftasche-n,Brieftasche,die Brieftasche,noun,fem.,Brieftaschen,,B1,einkaufen-konsum,wallet,бумажник,,dwds,word_brieftasche-n.mp3,enriched
brieftraeger-n,Briefträger,der Briefträger,noun,mask.,Briefträger,,B1,arbeit-beruf,"mail carrier, postman",почтальон,,dwds,word_brieftraeger-n.mp3,enriched
brieftraegerin-n,Briefträgerin,die Briefträgerin,noun,fem.,Briefträgerinnen,,B1,arbeit-beruf,female mail carrier,почтальонка,,dwds,word_brieftraegerin-n.mp3,enriched
briefumschlag-n,Briefumschlag,der Briefumschlag,noun,mask.,Briefumschläge,,B1,grundwortschatz,envelope,конверт,,dwds,word_briefumschlag-n.mp3,enriched
broschuere-n,Broschüre,die Broschüre,noun,fem.,Broschüren,,B1,bildung,"brochure, pamphlet","брошюра, буклет",,dwds,word_broschuere-n.mp3,enriched
brust-n,Brust,die Brust,noun,fem.,Brüste,,B1,gesundheit,"chest, breast",грудь,,dwds,word_brust-n.mp3,enriched
broetli-n,Brötli,das Brötli,noun,neutr.,-,,B1,einkaufen-konsum,bread roll,булочка,,dwds,word_broetli-n.mp3,enriched
bub-n,Bub,der Bub,noun,mask.,Buben,,B1,beziehungen,"boy, lad","мальчик, парень",,dwds,word_bub-n.mp3,enriched
buchhandlung-n,Buchhandlung,die Buchhandlung,noun,fem.,Buchhandlungen,,B1,einkaufen-konsum,"bookshop, bookstore",книжный магазин,,dwds,word_buchhandlung-n.mp3,enriched
buffet-n,Buffet,das Buffet,noun,neutr.,Buffets,,B1,einkaufen-konsum,"buffet, food service","буфет, шведский стол",,dwds,word_buffet-n.mp3,enriched
burg-n,Burg,die Burg,noun,fem.,Burgen,,B1,kultur,"castle, fortress","замок, крепость",,dwds,word_burg-n.mp3,enriched
buechse-n,Büchse,die Büchse,noun,fem.,Büchsen,,B1,einkaufen-konsum,"can, tin","банка, консервная банка",,dwds,word_buechse-n.mp3,enriched
buefett-n,Büfett,das Büfett,noun,neutr.,Büfetts,,B1,einkaufen-konsum,"buffet, sideboard","буфет, шведский стол",,dwds,word_buefett-n.mp3,enriched
buehne-n,Bühne,die Bühne,noun,fem.,Bühnen,,B1,kultur,"stage, platform","сцена, подмостки",,dwds,word_buehne-n.mp3,enriched
